index,conf_id,smiles,area,volume,P_bv,S_cat_bv,S_S_bv,S_cat_darea,S_cat_pint,S_S_darea,S_S_pint,S_cat_P,S_S_P,S_cat_Pangle,S_S_Pangle,S_cat_sarea,S_cat_svol,S_S_sarea,S_S_svol,S_toS_Lvalue,S_toS_B1value,S_toS_B5value,S_toC_Lvalue,S_toC_B1value,S_toC_B5value,P_charge,S_cat_charge,S_S_charge
5156,0,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc([N+](=O)[O-])cc1)N(C)C(C)(C)C,651.8870516,747.4949428,0.926155423,0.634504286,0.752900205,15.31302519,30.53082419,5.295867158,41.57729638,0.698079296,0.016838149,7.315457791,0.11274117,15.49995605,29.01377908,0.240005608,0.293987497,8.770267125,1.896356588,10.52504037,9.646031412,4.183253836,9.268412209,0.29079499,-0.07148713,0.02960381
5156,1,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc([N+](=O)[O-])cc1)N(C)C(C)(C)C,647.3071205,753.9642209,0.927722,0.692566623,0.731468971,12.01021583,31.72514051,4.996101092,37.15302266,0.128615585,0.039075784,2.880803972,0.262314734,8.329976378,14.96772252,3.86009019,7.604032024,7.946706369,2.604337511,10.96627087,7.501465725,2.058825197,10.09298602,0.27299491,-0.05183699,0.05415766
5156,2,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc([N+](=O)[O-])cc1)N(C)C(C)(C)C,625.6995628,744.0569812,0.954452805,0.627300363,0.795838381,15.11285492,29.51651003,4.196724918,40.91160722,0.005202345,0.015425594,2.185825418,0.102996322,15.98995466,32.19031138,1.420033179,1.953153808,8.2382452,1.826898058,11.08483421,10.31060613,3.803496795,7.318075025,0.29612166,-0.04303913,0.032736
5156,3,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc([N+](=O)[O-])cc1)N(C)C(C)(C)C,675.6891157,757.0597591,0.924850913,0.679603056,0.61883852,13.51149281,32.33344944,6.295087376,32.10993178,0.441093598,0.025507351,5.796140799,0.171120093,8.019977257,13.16062576,6.500151875,7.723345173,8.881406046,3.575082031,10.63261523,5.637208343,3.822141107,12.96678874,0.2736135,-0.06429874,0.03778691
5156,4,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc([N+](=O)[O-])cc1)N(C)C(C)(C)C,671.7909136,750.9912505,0.924920798,0.679207044,0.618745341,13.91183334,32.58453307,6.395009398,32.16774204,0.441505939,0.025158785,5.798976923,0.168782477,8.109977002,13.31428443,6.450150707,7.650991653,8.881173845,3.576100762,10.62984174,5.631737225,3.83007104,12.96281406,0.27373647,-0.06427122,0.03774583
5159,0,Cc1cccc(C)c1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,691.8545537,779.1105541,0.926085539,0.687750419,0.926085539,14.31217387,33.98103329,0.999860871,54.10731061,0.435594533,0.777885213,5.685654709,5.728151641,8.509975867,13.86263912,0,0,8.889840119,3.604939339,10.22379072,6.022642918,4.170656524,10.69344889,0.27421,-0.07016142,0.03021191
5159,1,Cc1cccc(C)c1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,691.6523736,777.4240037,0.92531681,0.676469903,0.92531681,14.7125144,33.57564793,1.099846958,52.97357308,0.499691715,0.778159823,6.142480413,5.731670588,9.139974081,15.09037408,0,0,8.898919122,3.466918595,10.19997296,6.019961185,4.182037247,10.49576262,0.27431863,-0.06898599,0.02846629
5159,2,Cc1cccc(C)c1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,675.55578,774.8585444,0.925433284,0.757442695,0.925433284,10.30876859,39.75779578,1.199833045,53.43804503,0.637033906,0.774754354,7.039073968,5.696262445,2.329993393,3.288901776,0,0,8.844392877,4.119403884,10.22408113,6.015427226,4.347842334,8.702307819,0.27740925,-0.07877661,-0.00021114
5159,3,Cc1cccc(C)c1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,675.3565737,773.3109939,0.925101332,0.741520686,0.925101332,10.60902399,38.20789581,1.399805219,53.84870997,0.651043249,0.775844474,7.176666076,5.706029013,2.959991606,4.272034586,0,0,8.820603058,4.090812491,10.17365521,6.014783484,4.357278792,8.687793971,0.27764912,-0.07709505,-0.00146835
5159,4,Cc1cccc(C)c1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,652.1643196,770.6635395,0.928217015,0.684384318,0.928217015,13.91183334,34.40402018,0.899874784,52.74257752,0.027391416,0.747038943,1.403819929,5.419575334,7.279979355,12.8962698,0,0,8.458478359,2.916211778,10.86567827,5.959908699,3.966221742,8.743768749,0.27752321,-0.06840285,0.04537993
5153,0,Cc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,715.0548724,801.3914278,0.925177041,0.670122065,0.925177041,15.11285492,33.28090403,1.199833045,53.6207045,0.511216839,0.779667199,6.238345441,5.746041262,9.709972465,15.83277805,0,0,8.899474562,3.525761186,10.19214654,6.017545574,4.18889552,11.52333068,0.27298295,-0.0712716,0.02636687
5153,1,Cc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,696.259004,795.2630227,0.925811824,0.740553951,0.925811824,11.00936451,38.94801476,1.299819132,53.96198025,0.663862583,0.778218111,7.251439954,5.727644526,3.319990585,4.638923463,0,0,8.80658166,4.378953596,10.18393935,6.016619375,4.368476655,9.237805529,0.27727256,-0.07566139,-0.00104893
5153,2,Cc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,710.7530439,800.8052507,0.940749627,0.637416139,0.940749627,15.91353598,31.40538992,0.199972174,61.06283842,0.211057935,0.798824594,4.090371873,5.908173092,11.87996631,21.92508143,0,0,8.691688651,2.48591917,11.12785272,5.933833355,3.702880886,8.769155916,0.272426,-0.05124167,0.02752558
5153,3,Cc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,710.3517359,800.1879857,0.940842807,0.641766446,0.940842807,15.71336571,31.70098898,0.099986087,54.35849036,0.572024558,0.792754722,6.550102916,5.847522355,10.27997085,17.73390498,0,0,8.714832649,2.832971685,11.13780635,5.934692771,3.97429458,11.15245321,0.27245128,-0.0543993,0.02215849
5153,4,Cc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,688.2559261,791.2549281,0.940976752,0.692962635,0.940976752,12.81089689,34.81789627,0.299958261,60.49708502,0.813698104,0.800470201,8.018343206,5.918788965,9.029974393,16.47423711,0,0,9.04030448,2.421345991,10.40696632,5.935281177,4.034194143,8.970092856,0.26899028,-0.04641488,0.04090902
5146,0,COc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,713.9567424,807.6271125,0.940819512,0.645720742,0.940819512,15.61328058,31.41002607,0.099986087,68.64427652,0.591643826,0.797851802,6.719784234,5.897800531,11.10996849,17.73738659,0,0,8.679027725,3.156558304,11.15381341,5.934706383,3.973723036,10.98092079,0.26821891,-0.04681554,0.00725837
5146,1,COc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,713.75808,805.3843349,0.941011694,0.643886275,0.941011694,15.81345085,31.49990143,0.099986087,53.45377512,0.597199106,0.797693455,6.771789544,5.896372701,11.29996796,18.05472062,0,0,8.665786963,3.179813302,11.15817811,5.934548951,3.976985369,10.78722924,0.26812434,-0.04703985,0.00630168
5146,2,COc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,719.0624919,810.130761,0.940982575,0.637491847,0.940982575,16.31387651,31.56762703,0.299958261,60.51863462,0.612700068,0.795374572,6.957468762,5.873879735,10.57997,17.56281044,0,0,8.624819203,2.560778462,11.17064145,5.933914883,3.985328563,11.45087215,0.26936874,-0.0508614,0.01414194
5146,3,COc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,706.0715348,808.348613,0.941000047,0.759678997,0.941000047,9.30791727,41.46652661,0,0,0.562067668,0.788880012,6.341102694,5.809165063,0.679998072,0.857162584,0,0,8.772885064,4.393365188,11.10794503,5.935103734,4.349146965,9.22496066,0.27511408,-0.06549934,-0.00488208
5146,4,COc1cc(C)c(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1,679.6542952,798.2574741,0.957003587,0.644515235,0.957003587,16.01362111,31.11800103,0,0,0.433204718,0.836107014,4.856415814,6.298435912,16.87995213,30.66560833,0,0,8.181942687,1.8,11.1112242,7.627611988,3.855628123,10.09648965,0.28227375,-0.05285946,0.049829
5152,0,CC(C)c1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,685.1614725,797.2542747,0.930954156,0.744420891,0.930954156,11.00936451,39.64058752,1.299819132,54.92947318,0.021254623,0.741945166,0.243334993,5.374901317,4.329987721,6.702235344,0,0,8.698821738,3.673677521,10.39539462,5.965934906,4.357122555,8.628356302,0.28573589,-0.07616366,0.00627273
5152,1,CC(C)c1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,702.3579706,797.0348734,0.924536433,0.649325615,0.924536433,15.41311032,31.68338809,1.299819132,53.26288817,0.67680251,0.780963307,7.365656428,5.759134244,11.83996642,20.15946682,0,0,8.772378513,2.617116428,10.23962662,6.016340489,4.214157841,9.400021987,0.27552828,-0.05938746,0.02199442
5152,2,CC(C)c1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,706.8459879,799.2476574,0.940708861,0.640217341,0.940708861,16.01362111,31.71618454,0.199972174,53.87491907,0.582180082,0.794076112,6.663285925,5.860439015,12.00996594,18.65847556,0,0,8.684620125,3.358994819,11.14840525,5.934704129,3.975514334,10.30792433,0.27087447,-0.05155993,0.01943432
5152,3,CC(C)c1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,686.4476557,793.9585338,0.944098258,0.691984253,0.944098258,11.9101307,33.10111643,0.299958261,58.76810598,0.205712569,0.793826191,3.880914458,5.860880696,4.559987069,7.5870443,0,0,8.71993179,3.295882836,11.07491827,5.934899735,4.035979501,8.759623629,0.28095635,-0.0634672,-0.00463049
5152,4,CC(C)c1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,707.252388,797.2455339,0.940994223,0.624836936,0.940994223,17.01447243,30.66369679,0.099986087,55.36342115,0.59841192,0.792233628,6.909748416,5.843469371,14.79995803,25.73012223,0,0,8.62533607,2.606418799,11.17823796,5.933580693,3.984585167,9.937322071,0.27144737,-0.05155147,0.02149641
5164,0,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1cccc(C(F)(F)F)c1)N(C)C(C)(C)C,656.7414217,762.7527212,0.928240309,0.679434169,0.760337076,14.81259953,33.62108594,4.996101092,37.78981764,0.135948474,0.007441336,3.243080179,0.050304882,9.259973741,16.08441749,3.180074302,5.949262848,7.884373079,3.177687755,10.89250068,6.328848065,2.406938137,9.952435461,0.27386212,-0.05382085,0.05836338
5164,1,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1cccc(C(F)(F)F)c1)N(C)C(C)(C)C,678.9216556,763.6369625,0.925153746,0.700189853,0.704359625,11.9101307,33.57781378,5.295867158,35.88183601,0.442724971,0.030386201,5.802756992,0.204844574,5.899983269,9.120078913,2.040047665,1.864164048,8.866772073,4.257679283,10.25087944,6.74107957,3.992495277,13.06972644,0.26873712,-0.04477241,0.0391901
5164,2,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1cccc(C(F)(F)F)c1)N(C)C(C)(C)C,669.9281708,762.4464821,0.932095602,0.741922521,0.727922335,10.50893885,33.30837623,3.297426721,31.11778346,0.502213963,0.049469042,6.088198615,0.333675417,6.949980291,11.60013027,2.370055376,3.95272484,8.891832912,2.85721028,10.25114888,6.466144129,3.411349693,12.53718167,0.27799392,-0.03389911,0.03988002
5164,3,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1cccc(C(F)(F)F)c1)N(C)C(C)(C)C,673.4317624,767.0841947,0.942025019,0.68990519,0.724381523,13.51149281,32.42961416,3.597192786,32.289512,0.267510821,0.034882379,4.408136322,0.23554031,8.439976066,15.93828751,2.310053974,4.542845467,8.738904619,2.528335774,11.10791545,6.621741815,2.837412717,13.2791029,0.27643916,-0.02506484,0.04187267
5164,4,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1cccc(C(F)(F)F)c1)N(C)C(C)(C)C,665.8299525,760.4978022,0.931717061,0.73918538,0.727805861,10.70910912,33.17893088,3.497270765,32.24685271,0.511827592,0.049014623,6.147722281,0.330687436,7.109979838,11.92034671,2.440057012,4.084809685,8.891953037,2.829640435,10.23888812,6.457317438,3.405125863,12.43297229,0.27853589,-0.03397876,0.0401084
4279,0,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1)N(C)C(C)(C)C,642.0542269,728.3873848,0.924687849,0.709490309,0.589131802,11.40970504,35.76463545,6.195165354,31.08612653,0.637040285,0.018393304,7.076123145,0.124039209,5.349984829,8.176238468,4.730110518,6.352541797,8.836144217,3.881847182,10.21915871,3.104198438,3.096425594,12.06969775,0.27660529,-0.08146375,-0.00675676
4279,1,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1)N(C)C(C)(C)C,649.144718,728.5117624,0.924903327,0.675194512,0.61794167,13.71166308,32.08911994,6.594853442,31.82213104,0.480267192,0.018530011,6.040619764,0.12471815,8.449976038,14.07901841,6.680156081,7.69372251,8.890692811,3.435686182,10.22571658,6.014376958,3.441840861,12.80688245,0.27030618,-0.06248134,0.02773596
4279,2,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1)N(C)C(C)(C)C,647.3457423,727.9057742,0.925165393,0.67432678,0.617697074,14.412259,32.32508735,6.694775464,31.60785935,0.478480106,0.017589727,6.02655582,0.118392303,8.589975641,14.32746839,6.720157015,7.739539931,8.889635408,3.431510641,10.21057267,5.978216666,3.455936688,12.77287331,0.27081109,-0.06251495,0.02779187
4279,3,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1)N(C)C(C)(C)C,647.7460305,727.5620439,0.924833442,0.671409104,0.616817695,14.412259,32.21431972,6.395009398,31.98815496,0.499326477,0.014566051,6.187244484,0.098043269,8.899974762,14.83654955,6.730157249,7.67079912,8.889335108,3.410860546,10.20054888,6.017580325,3.500734378,12.71255149,0.27043796,-0.06303678,0.0269031
4279,4,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1)N(C)C(C)(C)C,639.9495257,725.0869791,0.941407706,0.631155656,0.621849376,16.01362111,29.99648499,6.694775464,32.30604209,0.166553591,0.003716923,3.768532771,0.025043765,13.93996047,26.34931019,5.140120098,7.450471511,8.638561631,2.430497499,11.13630511,6.266296556,2.385490589,12.33083679,0.27150922,-0.04803329,0.0323594
5165,0,COc1ccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1,682.9579743,762.287864,0.925666232,0.672422428,0.925666232,14.1120036,31.95010439,1.199833045,53.84334711,0.46945085,0.784555859,5.951815657,5.794974628,8.869974847,14.25403271,0,0,8.887678528,3.457401411,11.0227846,6.024732143,4.166738874,12.67505076,0.26955578,-0.0625332,0.02540858
5165,1,COc1ccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1,683.6578168,764.8037461,0.925747764,0.676644614,0.925747764,13.61157794,32.02616818,1.299819132,53.47379704,0.457542144,0.783888168,5.867869116,5.787833598,8.329976378,13.54244257,0,0,8.888470379,3.471307952,11.10684322,6.022120726,4.169702155,12.79403807,0.26880532,-0.06231681,0.02627686
5165,2,COc1ccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1,683.157682,763.4213087,0.925625466,0.67527022,0.925625466,14.21208874,32.30435946,1.499791306,54.00650576,0.465225185,0.784474384,5.947679564,5.794222315,8.369976264,13.94800219,0,0,8.885463521,3.492081453,10.74128232,6.022155654,4.167359232,12.43813549,0.26871017,-0.06107255,0.02492435
5165,3,COc1ccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1,684.456931,766.1713004,0.925043095,0.66742569,0.925043095,14.31217387,31.93760836,1.199833045,53.8437045,0.512469601,0.783497626,6.267431544,5.784487213,9.589972805,15.48992936,0,0,8.889480031,3.360198436,10.93998596,6.018217102,4.184533881,12.5149281,0.26914711,-0.06334471,0.02450333
5165,4,COc1ccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1,683.5568786,765.9816928,0.925072214,0.672329249,0.925072214,14.21208874,32.14606685,0.899874784,52.40476926,0.496282402,0.783856072,6.158143,5.788276324,8.839974932,14.72462897,0,0,8.889867233,3.409875369,10.68957987,6.018530747,4.17901324,12.32029302,0.26862494,-0.06143194,0.02439848
5160,0,Cc1cccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c1,671.9472687,751.820531,0.92511298,0.672113772,0.92511298,14.1120036,32.20832241,1.199833045,53.13723414,0.507695437,0.780752842,6.21383161,5.757784021,8.88997479,14.46760293,0,0,8.893935641,3.583643691,10.21766468,6.016557983,4.187057089,11.27613394,0.27027068,-0.06236119,0.02601838
5160,1,Cc1cccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c1,674.8471642,756.9149055,0.926038949,0.685904305,0.926038949,13.51149281,32.94456402,1.299819132,54.30778244,0.386572371,0.780894864,5.40694051,5.756056084,7.389979044,12.41621674,0,0,8.858967607,3.68747942,10.22366497,6.015021187,4.187421391,10.85213912,0.26854591,-0.06340177,0.02704103
5160,2,Cc1cccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c1,672.6453686,756.1874303,0.925683703,0.682025717,0.925683703,13.81174821,32.51070746,1.099846958,53.93117893,0.413711165,0.780981136,5.61108624,5.757665434,7.769977966,12.80419655,0,0,8.871629076,3.638093695,10.20584754,6.014119285,4.191330218,10.78815124,0.26871581,-0.06384923,0.02651861
5160,3,Cc1cccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c1,670.8468111,749.9093752,0.925345928,0.677098863,0.925345928,14.31217387,32.61018086,1.099846958,53.84001524,0.484483079,0.781392669,6.044510652,5.763882743,8.189976775,13.25669624,0,0,8.894637018,3.621940535,10.231073,6.018912963,4.17801844,11.29726873,0.27016275,-0.061265,0.02673152
5160,4,Cc1cccc(C(=O)SS[S+]=P2(N(C)C(C)(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c1,670.9450038,753.0269098,0.925299338,0.675875885,0.925299338,13.81174821,32.13692267,1.299819132,53.48516109,0.484557647,0.781504429,6.042055942,5.765072342,8.369976264,13.62129934,0,0,8.894083455,3.627120067,10.22400852,6.019859735,4.177517778,11.29732287,0.27041578,-0.06152168,0.02665339
5161,0,COc1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,679.345115,763.7442704,0.927221161,0.704248975,0.927221161,11.81004557,33.39992354,0.999860871,54.24497643,0.372091629,0.793637448,5.282297288,5.883376047,5.779983609,9.572605023,0,0,8.829575877,3.715034881,10.21562049,6.03201635,4.135450349,10.83572183,0.26135736,-0.04107917,0.00086415
5161,1,COc1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,649.9702125,755.8196228,0.928292723,0.702332976,0.928292723,11.9101307,32.9702721,0.799888697,56.62296323,0.121826752,0.787373397,2.742736205,5.813889296,7.349979157,12.84056519,0,0,7.959603036,3.001132239,10.96335561,6.009327565,3.994344018,8.83260847,0.26561093,-0.04931049,0.04310688
5161,2,COc1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,676.7477069,758.2002848,0.926446608,0.694989284,0.926446608,12.01021583,32.84218463,1.199833045,54.86123008,0.436220232,0.792173357,5.742005675,5.869676302,6.489981596,10.76108687,0,0,8.865553192,3.56857504,10.20262878,6.026706296,4.148626383,10.70235895,0.26241734,-0.0433159,0.00069572
5161,3,COc1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,681.7527005,765.7165148,0.926365076,0.68504822,0.926365076,13.31132255,32.9950713,0.899874784,53.85391907,0.443326692,0.786801104,5.705669492,5.817334546,7.439978902,11.74899403,0,0,8.887505651,4.075856032,10.25799675,6.030808428,4.193894075,10.63087546,0.26849594,-0.05774224,0.02512709
5161,4,COc1ccccc1C(=O)SS[S+]=P1(N(C)C(C)(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C,679.4555734,760.1415116,0.924786852,0.663325801,0.924786852,14.91268466,32.40576503,1.199833045,53.37688231,0.588852202,0.78551803,6.738409398,5.802753798,9.999971642,16.24359669,0,0,8.877062562,3.610505823,10.20782566,6.017718822,4.201118693,10.0702606,0.2696762,-0.0621704,0.02363469
5150,0,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc2ccccc2c1)N(C)C(C)(C)C,657.3505445,779.4804209,0.929707883,0.651771571,0.792151975,14.31217387,31.69000967,3.097582677,34.31603428,0.073345508,0.034075789,1.519616216,0.229172738,13.65996126,26.46566152,2.90006776,4.924672027,8.128733491,1.890688437,11.08625073,7.824186843,2.327292911,9.082057675,0.27756436,-0.08510618,0.04639807
5150,1,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc2ccccc2c1)N(C)C(C)(C)C,702.6237186,784.9163317,0.925549758,0.673261042,0.617370947,14.21208874,32.59581586,6.994541529,32.93489976,0.479147015,0.014624994,6.011154312,0.098537944,8.799975045,13.90836422,6.720157015,7.583908656,8.888609735,3.690845354,11.20355772,6.039373316,4.199549965,12.73785262,0.27045885,-0.06206438,0.02386339
5150,2,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc2ccccc2c1)N(C)C(C)(C)C,693.6284518,784.8884193,0.940557445,0.640380404,0.625722139,15.61328058,30.59790605,6.49493142,32.59156531,0.217448583,0.016764373,4.095417826,0.113029123,12.48996458,22.27908524,5.210121734,7.64977145,8.702237563,2.520417621,11.15953395,6.537542768,2.430095768,12.8919563,0.27077512,-0.04752823,0.02894873
5150,3,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc2ccccc2c1)N(C)C(C)(C)C,696.9254518,784.1730073,0.925736116,0.682031541,0.619228709,13.51149281,32.67360968,6.295087376,32.31428597,0.404564419,0.02299402,5.532430094,0.154917213,7.819977824,12.74506912,6.490151641,7.606276881,8.869526804,3.637988102,10.93173215,5.872884125,3.692552452,13.0184271,0.26843628,-0.06405283,0.02768685
5150,4,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccc2ccccc2c1)N(C)C(C)(C)C,701.9256607,782.4640767,0.924757734,0.67025601,0.616654631,14.81259953,32.49018621,6.994541529,32.77379686,0.511613939,0.012672169,6.266747639,0.085390387,9.149974053,15.20828122,6.850160053,7.728031411,8.887839961,3.374529242,10.62281733,6.200101514,3.864266565,12.64786703,0.26968299,-0.0619915,0.02400167
5145,0,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1-c1ccccc1)N(C)C(C)(C)C,710.0322749,819.5338803,0.936300317,0.71515095,0.680098071,13.61157794,35.78699956,2.997660655,36.63944995,0.609449745,0.069247154,6.9248572,0.470154959,8.939974648,14.97943451,1.300030375,1.542834253,8.819257141,3.254731678,10.27598535,5.411123983,3.705591247,12.72518647,0.27706025,-0.06507312,0.03131241
5145,1,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1-c1ccccc1)N(C)C(C)(C)C,709.2346534,820.0043769,0.928746972,0.704907054,0.750227124,14.1120036,37.53059829,3.79703683,34.41706647,0.001488316,0.019725808,1.383897395,0.133975253,5.059985651,8.700987138,3.490081545,6.698834901,8.380312008,3.498921757,10.8480188,6.379177526,2.343078962,10.05590385,0.27644741,-0.06455964,0.04623893
5145,2,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]SSC(=O)c1ccccc1-c1ccccc1)N(C)C(C)(C)C,701.5358276,814.6996076,0.9412097,0.622321096,0.653431327,16.71421703,32.15665833,2.997660655,36.31366116,0.590848122,0.044252233,6.909316207,0.298479079,13.71996109,23.98967393,1.030024066,0.862967899,8.638143169,4.350557083,11.17602323,3.105800826,3.777058398,11.48764982,0.27145532,-0.0597654,-0.01161739
