index,conf_id,smiles,area,volume,S_bv,S_darea,S_pint,S_P,S_Pangle,S_sarea,S_svol,S_toC1_Lvalue,S_toC1_B1value,S_toC1_B5value,S_toC2_Lvalue,S_toC2_B1value,S_toC2_B5value,S_charge
5183,3,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccccc1C(F)(F)F,515.8389588,539.1603868,0.670087123,5.895399289,33.43224018,0.008403046,0.056403154,3.590083882,3.982668835,9.110569189,3.298967909,10.41208943,7.304065256,3.175158174,6.812193561,0.09395163
5183,4,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccccc1C(F)(F)F,516.137516,539.0565779,0.670104594,6.095243333,33.46522926,0.012731356,0.085453208,3.580083648,4.012723,9.117272476,3.297120076,10.4383288,7.308506611,3.154641273,6.948841863,0.09443236
5179,0,Cc1cc(C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C)c1,535.7520282,572.5162697,0.736687011,4.796257049,36.6431529,0.073499596,0.49539303,1.410032945,1.580219486,9.129083147,3.251927648,10.03252826,7.818291101,3.310714751,6.722886614,0.07181065
5179,1,Cc1cc(C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C)c1,540.9617476,575.2583716,0.754757967,2.597972568,38.59835569,0.06030643,0.4102845,0.090002103,0.102542795,9.131017612,3.251738896,10.07310129,7.827658545,3.390838151,6.576790339,0.07740389
5179,2,Cc1cc(C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C)c1,538.6617976,571.8392984,0.753802879,2.398128524,37.99433271,0.063748312,0.433711175,0.100002337,0.113825583,9.129045961,3.253975735,10.08389994,7.827448956,3.399017565,6.637187421,0.07779184
5179,3,Cc1cc(C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C)c1,541.6599065,573.9884308,0.754076593,2.498050546,38.10633561,0.063538093,0.432245285,0.11000257,0.128125262,9.129390949,3.253443585,10.08552131,7.827469705,3.398282682,6.641700837,0.07779586
5179,4,Cc1cc(C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C)c1,536.1612178,571.1319519,0.753855293,2.498050546,38.41647793,0.063746912,0.433690917,0.090002103,0.103462724,9.129123741,3.253343533,10.0908555,7.827359698,3.398880772,6.639630777,0.07777424
5189,0,CC(C)c1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,665.5708748,712.1800446,0.788011321,0.799376175,41.18318029,0.002950286,0.020221333,0,0,9.129021227,3.379587299,11.18204338,8.865050074,3.541165447,6.08076162,0.07432041
5189,1,CC(C)c1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,664.3720593,714.1986295,0.787778373,0.799376175,42.47734726,0.00395687,0.027116551,0,0,9.130553192,3.379556124,11.3660095,8.876841322,3.535238303,6.11668379,0.07388458
5189,2,CC(C)c1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,661.7741433,708.7731418,0.799932445,0.399688087,42.35008509,0.017108681,0.11688524,0,0,9.135834764,3.333384046,11.22801539,8.876640032,3.491774415,6.312491947,0.07421173
5189,3,CC(C)c1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,660.5737933,710.6784562,0.787574543,1.09914224,43.10404357,0.0041269,0.028280833,0,0,9.130347959,3.378859058,11.36489933,8.877930812,3.535955755,6.104612863,0.07390599
5189,4,CC(C)c1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,668.070649,716.4320924,0.78752213,0.999220218,42.39700091,0.005551694,0.038042812,0,0,9.131641053,3.378586205,11.20665299,8.867595912,3.533927582,6.114878612,0.07425627
5173,0,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1cc(Cl)cc(Cl)c1,512.8953638,540.4662238,0.675858414,5.495711202,32.96487259,0.015537585,0.104180047,3.290076872,3.923651259,9.126077241,3.263946669,9.721418418,6.806321626,3.318501396,7.149692822,0.08519797
5173,1,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1cc(Cl)cc(Cl)c1,511.1962463,538.8714056,0.675276044,5.795477267,33.37187689,0.014674333,0.098393417,3.270076405,3.86798572,9.124651801,3.263384639,9.723131998,6.806269704,3.324728998,7.125094095,0.085133
5173,2,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1cc(Cl)cc(Cl)c1,512.7962502,541.3958997,0.675765235,5.795477267,33.1599452,0.016163738,0.108377166,3.360078508,3.988574803,9.126986212,3.264214609,9.719992503,6.806357023,3.318067715,7.1648336,0.08521903
5173,3,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1cc(Cl)cc(Cl)c1,511.1963758,540.0933989,0.675409989,5.595633223,33.26090829,0.013550195,0.090858057,3.380078975,3.910171277,9.122595107,3.262772292,9.725263316,6.806178471,3.33505922,7.088696686,0.08505463
5173,4,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1cc(Cl)cc(Cl)c1,513.3939601,542.915461,0.675363399,5.895399289,33.13343752,0.014671211,0.098372786,3.330077807,3.947341472,9.124312759,3.263722891,9.723187979,6.806261517,3.328465018,7.121717801,0.08512954
5177,0,COc1cccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c1,509.7700102,535.5194144,0.675922475,5.495711202,33.10386955,0.007723312,0.05189288,3.290076872,3.776368793,9.124306187,3.244910999,9.92087193,6.783167403,3.040887487,7.069868491,0.079588
5177,1,COc1cccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c1,510.5688182,536.3908492,0.675794353,5.695555245,33.15428448,0.005825457,0.039143491,3.310077339,3.76472218,9.123302417,3.24444019,9.930791888,6.783020479,3.058161678,7.038159205,0.07949901
5177,2,COc1cccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c1,511.4675434,535.7948566,0.675497344,5.695555245,33.16300024,0.00693607,0.046605446,3.320077573,3.730788079,9.122765936,3.246220976,9.92593169,6.783163869,3.048209553,7.050758481,0.07958657
5177,3,COc1cccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c1,510.6667383,536.3019627,0.675934122,5.795477267,32.84518238,0.013170026,0.088464095,3.300077106,3.838508953,9.12569269,3.260686442,9.823929109,7.717973285,3.315639735,7.094118309,0.08183787
5177,4,COc1cccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c1,510.3694362,537.5445605,0.675881709,5.495711202,33.32321282,0.012373882,0.083116384,3.320077573,3.838991426,9.122423756,3.253094203,9.805362019,7.71813562,3.368263275,7.033213054,0.08167063
5182,0,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc([N+](=O)[O-])cc1,501.6996259,528.2196758,0.675025624,5.695555245,33.12220058,0.01334375,0.089404746,3.360078508,4.048994747,9.125222639,3.234532708,10.70855555,8.178046518,3.019355994,7.115919544,0.08245865
5182,1,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc([N+](=O)[O-])cc1,503.1017335,527.7199113,0.674786852,5.695555245,32.85888148,0.010908575,0.073091639,3.450080611,3.996985644,9.120843387,3.235227737,10.69790294,8.177868118,3.059899097,7.036183078,0.08227762
5182,2,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc([N+](=O)[O-])cc1,503.0002663,529.4321055,0.674792676,5.795477267,33.1050608,0.013872917,0.092948651,3.370078741,3.999492725,9.125961279,3.234730358,10.71051502,8.178114485,3.011743158,7.130599564,0.08247294
5182,3,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc([N+](=O)[O-])cc1,502.2006337,527.1226319,0.674874208,5.795477267,33.08125114,0.010547015,0.070669633,3.430080143,3.985547611,9.120324092,3.235302105,10.69624749,8.177832168,3.065545499,7.025868624,0.08224655
5182,4,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc([N+](=O)[O-])cc1,502.5999641,529.066821,0.675177041,5.995321311,33.2456758,0.013449054,0.090109688,3.300077106,3.790793017,9.125131578,3.234961959,10.70890722,8.178074452,3.018340872,7.117686816,0.08245684
5178,0,CC(C)c1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,534.9567641,570.9386821,0.733419912,4.296646939,36.2288254,0.000676989,0.004585002,0.970022664,1.121143751,9.121701085,3.252098971,9.023417689,6.794394846,3.22573285,6.633239594,0.07727232
5178,1,CC(C)c1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,538.0546211,571.5667176,0.728673593,4.996101092,35.92000926,0.012249537,0.08278032,1.710039955,1.957569939,9.128004737,3.247118204,9.083494451,6.797637749,3.114111803,6.930491219,0.07783888
5178,2,CC(C)c1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,539.0536917,571.6926084,0.727537971,5.096023114,35.84999221,0.016581266,0.112022565,1.960045796,2.251268544,9.125497306,3.24788165,9.092630211,6.797957433,3.095993562,6.974591265,0.07836323
5178,3,CC(C)c1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,536.2559863,570.3137709,0.727520499,5.195945136,35.82455898,0.017331372,0.117084415,2.010046964,2.300190943,9.12635482,3.247853785,9.095507079,6.797980007,3.089457174,6.989382003,0.07842046
5178,4,CC(C)c1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,548.4579444,575.4581926,0.677285222,3.896958852,35.98718292,0.077567208,0.52806116,0,0,9.098757511,3.392046505,8.838581604,6.786758772,3.461961669,8.374156081,0.1001519
5170,0,Cc1ccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)cc1,502.4562956,527.3874346,0.676038949,6.095243333,33.16056092,0.010773004,0.072443103,3.380078975,3.938180195,9.120744807,3.246383874,10.20616211,7.818713665,3.06950431,7.025635359,0.08102031
5170,1,Cc1ccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)cc1,503.6555524,526.376518,0.675730293,5.895399289,33.02276782,0.009787815,0.065819301,3.280076638,3.772503209,9.119109586,3.247014612,10.2044614,7.818568358,3.085138765,6.993497893,0.08093838
5170,2,Cc1ccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)cc1,502.3560685,526.7011674,0.675870061,5.895399289,33.18039223,0.011776241,0.079187878,3.210075003,3.768379466,9.121459436,3.246894631,10.18122363,7.819163008,3.062809223,7.040380112,0.08105686
5170,3,Cc1ccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)cc1,503.7528771,527.401413,0.675998183,6.195165354,33.21956133,0.01052544,0.070779138,3.280076638,3.8405585,9.119258949,3.247666365,10.17360526,7.819065475,3.082444147,6.998960913,0.08097982
5170,4,Cc1ccc(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)cc1,499.1562353,525.5594932,0.676132128,5.595633223,32.82096933,0.011624782,0.078169429,3.300077106,3.828376916,9.122308609,3.246103991,10.20749631,7.818816738,3.053988948,7.056295702,0.08109533
5181,0,COc1cccc(C)c1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,526.9560219,558.7494537,0.722494642,5.695555245,35.374253,0.026743943,0.179493629,2.940068694,3.271108518,9.133444978,3.379156871,8.97264342,6.793093169,3.784415494,6.592525262,0.05215298
5181,1,COc1cccc(C)c1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,526.3564787,555.4611305,0.722337402,5.795477267,35.285613,0.02431272,0.163148112,2.940068694,3.263786841,9.137390553,3.374583522,8.996322771,6.793937011,3.763562769,6.667755587,0.05220105
5181,2,COc1cccc(C)c1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,529.4532465,559.3517279,0.722331578,5.595633223,35.3586043,0.02665995,0.178930059,2.990069863,3.325728157,9.134310162,3.379374975,8.973537014,6.793205806,3.775305489,6.596612193,0.05223045
5181,3,COc1cccc(C)c1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,525.955296,558.0032298,0.722331578,5.695555245,35.49708507,0.025843627,0.173439293,2.950068928,3.284124524,9.135278572,3.376984792,8.981387642,6.793438414,3.77847573,6.620591141,0.05212702
5181,4,COc1cccc(C)c1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,528.1560216,556.9558778,0.722168515,5.495711202,35.56955621,0.025369971,0.170259252,2.950068928,3.279216793,9.135423317,3.377128,8.985889968,6.793601178,3.77553037,6.635073688,0.05220584
5188,0,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccccc1F,482.9483723,507.6109814,0.686853569,5.39578918,32.8916328,0.000595914,0.003980065,3.220075237,3.753923021,9.129922937,3.241957702,9.209893564,6.817795459,2.977792475,7.174521147,0.07278365
5188,1,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccccc1F,477.6497065,503.9669779,0.686905982,5.595633223,32.95035906,0.00156828,0.010475181,3.310077339,3.787972781,9.125994975,3.243230517,9.198467822,6.817543476,2.992515611,7.113044698,0.07267432
5188,2,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccccc1F,480.0494428,504.5717115,0.686690505,5.895399289,33.13550801,0.000470647,0.003143386,3.240075704,3.780191241,9.12965381,3.242241855,9.209001139,6.817735116,2.97992462,7.167668365,0.0727219
5188,3,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccccc1F,481.6490899,507.4229668,0.686754566,5.595633223,32.89695559,0.001553951,0.010379449,3.270076405,3.787866817,9.125966696,3.243445143,9.198394334,6.817539895,2.994022261,7.112189899,0.07266227
5188,4,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccccc1F,477.6502817,502.1370265,0.686789508,5.495711202,32.94388176,0.001033062,0.00689962,3.180074302,3.796682573,9.13062147,3.241791705,9.212132216,6.817816836,2.975209254,7.186179004,0.07279645
5192,0,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc(C(F)(F)F)cc1,515.8337347,538.4130808,0.675060567,5.695555245,32.99547198,0.01430149,0.095846831,3.360078508,3.912255658,9.125514813,3.23510252,10.75566644,8.156234004,3.015509317,7.121592055,0.08343271
5192,1,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc(C(F)(F)F)cc1,513.5352833,537.5661628,0.674862561,5.695555245,32.9567445,0.014217876,0.095287182,3.380078975,3.903441985,9.125072347,3.235244404,10.75570885,8.156442041,3.018815247,7.115119244,0.08340075
5192,2,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc(C(F)(F)F)cc1,511.6348245,537.3925769,0.674961564,5.895399289,32.82928693,0.010690665,0.071652574,3.450080611,3.932051934,9.1202489,3.236417769,10.75102089,8.161638164,3.068665794,7.015556794,0.08319573
5192,3,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc(C(F)(F)F)cc1,511.2357771,537.1810088,0.674845089,5.895399289,33.0607203,0.012699673,0.085114314,3.410079676,3.935554908,9.123384704,3.236003248,10.75408023,8.158602473,3.03911885,7.076141291,0.08331889
5192,4,O=C(SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1)c1ccc(C(F)(F)F)cc1,511.0364331,537.3038929,0.674868384,5.895399289,33.02745266,0.013181532,0.088342997,3.320077573,3.856175717,9.124184546,3.235570075,10.75463752,8.157890323,3.030052728,7.092507733,0.08335331
5016,0,Cc1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,496.4522017,524.9039983,0.706962821,5.495711202,34.13774707,0.001683605,0.01135822,2.82006589,3.197415633,9.119428387,3.249868957,9.08766108,6.795914773,3.147362489,6.842035082,0.08004339
5016,1,Cc1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,494.6531022,522.1124525,0.706700755,5.495711202,34.61448044,0.001523165,0.010275935,2.82006589,3.201649544,9.118877453,3.249728355,9.086113126,6.795917491,3.150523338,6.834617639,0.08004963
5016,2,Cc1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,498.7518275,528.6820242,0.707056001,5.295867158,34.15329444,0.002642238,0.017824775,2.780064956,3.170387481,9.121139813,3.249313716,9.093767252,6.796027765,3.136145661,6.871275163,0.08008867
5016,3,Cc1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,495.9526956,525.70643,0.706875466,5.495711202,34.22205997,0.000726556,0.004901864,2.870067059,3.267943102,9.116746383,3.250193201,9.07919018,6.795835907,3.16278247,6.800069841,0.07996456
5016,4,Cc1ccccc1C(=O)SSC1=C(c2c(O)ccc3ccccc23)c2ccccc2CC1,499.0511906,527.7599528,0.706968645,5.795477267,34.4207819,0.001437892,0.009700436,2.90006776,3.296045961,9.119228303,3.25015442,9.085307321,6.795895735,3.150962426,6.830387012,0.08000249
5175,0,COc1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,631.679743,676.5450154,0.786159383,0.899298197,44.29854996,0.008892194,0.060902713,0,0,9.143764384,3.369421974,10.67444797,8.889845745,3.520356603,6.143120011,0.06635061
5175,1,COc1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,631.5821966,676.7504307,0.800281867,0.799376175,46.26078991,0.009520332,0.065017396,0,0,9.149480437,3.323849926,11.04393009,8.904974934,3.505133284,6.229688409,0.06606893
5175,2,COc1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,631.7800474,676.3378075,0.801062244,0.699454153,44.50568132,0.01212948,0.082818541,0,0,9.150842918,3.323808238,10.77759197,8.888651109,3.506061358,6.305508232,0.06572692
5175,3,COc1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,632.5780013,675.7356393,0.799938269,0.799376175,42.03847802,0.018006423,0.122966549,0,0,9.152469369,3.318807436,10.77277303,8.891466235,3.48967398,6.372873372,0.0657493
5175,4,COc1cc(C(C)C)c(C(=O)SSC2=C(c3c(O)ccc4ccccc34)c3ccccc3CC2)c(C(C)C)c1,633.778191,680.2731463,0.798814294,0.599532131,42.99819496,0.021090245,0.144027607,0,0,9.151106629,3.313877468,10.75913912,8.893048899,3.477722061,6.376863689,0.06577665
