index,smiles
1539,CCN(CC)P1(=[S+]Sc2c(C)cccc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1540,Cc1cccc(C)c1S[S+]=P1(N2CCCCCC2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1541,CCC(C)N(C(C)CC)P1(=[S+]Sc2c(C)cccc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1542,Cc1cccc(C)c1S[S+]=P1(N(CC(C)C)CC(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1543,Cc1cccc(C)c1S[S+]=P1(N(C2CCCCC2)C2CCCCC2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1544,CCC(C)N(C(C)CC)P1(=[Se+]Sc2c(C)cccc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1545,Cc1cccc(C)c1S[Se+]=P1(N2CCCCCC2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1546,Cc1cccc(C)c1S[Se+]=P1(N(CC(C)C)CC(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1547,Cc1cccc(C)c1S[S+]=P1(N(C2CCCC2)C2CCCC2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1548,Cc1cccc(C)c1S[S+]=P1(N(C(Cc2ccccc2)Cc2ccccc2)C(Cc2ccccc2)Cc2ccccc2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1549,Cc1cccc(C)c1S[S+]=P1(N(c2ccccc2)c2ccccc2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1550,Cc1cccc(C)c1S[S+]=P1(N(C(C)C)[C@@H](C)c2ccccc2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1551,Cc1cccc(C)c1S[S+]=P1(N([C@@H](C)c2ccc3ccccc3c2)[C@@H](C)c2ccc3ccccc3c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1552,COc1ccc([C@H](C)N([C@@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3c(C)cccc3C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
1553,Cc1cccc(C)c1S[S+]=P1(N([C@H](C)c2cccc3ccccc23)[C@@H](C)c2cccc3ccccc23)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1554,Cc1ccccc1[C@H](C)N([C@@H](C)c1ccccc1)P1(=[S+]Sc2c(C)cccc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1555,Cc1cccc(C)c1S[S+]=P1(N([C@@H](C)c2ccc(F)cc2)[C@@H](C)c2ccc(F)cc2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1556,Cc1ccc([C@H](C)N([C@@H](C)c2ccc(C)cc2)P2(=[S+]Sc3c(C)cccc3C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
1557,CCC(CC)N(C(CC)CC)P1(=[S+]Sc2c(C)cccc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1558,Cc1cccc(C)c1S[S+]=P1(N2CCCCC2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1559,COc1ccc([C@@H](C)N([C@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3c(C)cccc3C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
1560,Cc1cccc(C)c1S[S+]=P1(N([C@H](C)c2cccc3ccccc23)[C@H](C)c2cccc3ccccc23)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1561,CCN([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)P1(=[S+]Sc2c(C)cccc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1562,Cc1cccc(C)c1S[S+]=P1(N(Cc2ccccc2)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1563,Cc1cccc(C)c1S[S+]=P1(N(c2ccccc2)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1564,Cc1cccc(C)c1S[S+]=P1(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1565,Cc1cccc(C)c1S[S+]=P1(N(C)C(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1566,Cc1cccc(C)c1S[S+]=P1(N(C)C(C)(C)c2ccccc2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1567,Cc1cccc(C)c1S[S+]=P1(N(C)C2C3C[C@H]4C[C@@H](C3)C[C@@H]2C4)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1568,Cc1cccc(C)c1S[S+]=P1(N(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1569,Cc1cccc(C)c1S[S+]=P1(N2c3ccccc3CCc3ccccc32)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1570,Cc1cccc(C)c1S[S+]=P1(N(C(C)C)[C@H]2CCc3ccccc32)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1571,Cc1cccc(C)c1S[S+]=P1(N(C2CCCCC2)[C@H]2CCCc3ccccc32)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1572,Cc1cccc(C)c1S[S+]=P1(N(C(C)C)C2CCCCC2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1573,COc1ccc2c3c1OP(=[Se+]Sc1c(C)cccc1C)(N(C(C)C)C(C)C)Oc1c(OC)ccc4c1C3(CC2)CC4
1574,Cc1cccc(C)c1S[Se+]=P1(N(C(C)C)C(C)C)Oc2c(-c3ccccc3)ccc3c2C2(CC3)CCc3ccc(-c4ccccc4)c(c32)O1
1575,Cc1cccc(C)c1S[Se+]=P1(N(C(C)C)C(C)C)Oc2c(-c3ccc(C(F)(F)F)cc3)ccc3c2C2(CC3)CCc3ccc(-c4ccc(C(F)(F)F)cc4)c(c32)O1
1576,COc1ccc(-c2ccc3c4c2OP(=[Se+]Sc2c(C)cccc2C)(N(C(C)C)C(C)C)Oc2c(-c5ccc(OC)cc5)ccc5c2C4(CC3)CC5)cc1
1577,Cc1ccc2c3c1OP(=[S+]Sc1c(C)cccc1C)(N(C(C)C)C(C)(C)C)Oc1c(C)ccc4c1C3(CC2)CC4
1578,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)C)Oc3ccc4ccccc4c3-c3c(ccc4ccccc34)O2)c(C)c1
1579,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3ccc4ccccc4c3-c3c(ccc4ccccc34)O2)c(C)c1
1580,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1581,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1582,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3cccc4c3C3(CC4)CCc4cccc(c43)O2)c(C)c1
1583,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)C)Oc3ccc4c(c3-c3c(ccc5c3CCCC5)O2)CCCC4)c(C)c1
1584,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3ccc4c(c3-c3c(ccc5c3CCCC5)O2)CCCC4)c(C)c1
1585,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4c(c3-c3c(ccc5c3CCCC5)N2C)CCCC4)c(C)c1
1586,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4c(c3-c3c(ccc5c3CCCC5)N2C)CCCC4)c(C)c1
1587,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)N(C)c3cccc4c3C3(CC4)CCc4cccc(c43)N2C)c(C)c1
1588,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)C)N(C)c3cccc4c3C3(CC4)CCc4cccc(c43)N2C)c(C)c1
1589,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)C)Oc3cccc4c3C3(CO4)COc4cccc(c43)O2)c(C)c1
1590,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3cccc4c3C3(CO4)COc4cccc(c43)O2)c(C)c1
1591,Cc1cc(C)c(S[S+]=P2(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1592,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(c3ccccc3)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1593,Cc1cc(C)c(S[S+]=P2(N(C(C)C)[C@H]3CCCc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1594,Cc1cc(C)c(S[S+]=P2(N(C(C)C)[C@H](C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1595,Cc1cc(C)c(S[S+]=P2(N(C(C)C)[C@H](c3ccccc3)C(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1596,Cc1cc(C)c(S[S+]=P2(N(C(C)C)[C@H](c3ccccc3)C(F)(F)F)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1597,Cc1cc(C)c(S[S+]=P2(N([C@H](C)c3ccccc3)[C@H](C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1598,Cc1cc(C)c(S[S+]=P2(N(Cc3ccccc3)Cc3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1599,Cc1cc(C)c(S[S+]=P2(N3c4ccccc4C=Cc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1600,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)(C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1601,CC[C@H](c1ccccc1)N(C(C)C)P1(=[S+]Sc2c(C)cc(C)cc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1602,Cc1cc(C)c(S[S+]=P2(N3C(C)(C)CCCC3(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1603,Cc1cc(C)c(S[S+]=P2(N(C)C)N(c3ccccc3)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2c2ccccc2)c(C)c1
1604,Cc1cc(C)c(S[S+]=P2(N3CCCc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1605,Cc1cc(C)c(S[S+]=P2(N([C@H](C)c3ccc4ccccc4c3)[C@H](C)c3ccc4ccccc4c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1606,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(-c4ccccc4)cc4ccccc4c3-c3c(c(-c4ccccc4)cc4ccccc34)O2)c(C)c1
1607,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(C)cc4ccccc4c3-c3c(c(C)cc4ccccc34)O2)c(C)c1
1608,COc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C)cc(C)cc1C)(N(C(C)C)C(C)C)Oc1c(OC)cc3ccccc3c1-2
1609,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C)cc(C)cc1C)(N(C(C)C)C(C)C)Oc1c(OCC)cc3ccccc3c1-2
1610,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(OCc4ccccc4)cc4ccccc4c3-c3c(c(OCc4ccccc4)cc4ccccc34)O2)c(C)c1
1611,CCC(C)N(C(C)CC)P1(=[Se+]Sc2c(C)cc(C)cc2C)Oc2c(OC)cc3ccccc3c2-c2c(c(OC)cc3ccccc23)O1
1612,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C)cc(C)cc1C)(N(C(C)CC)C(C)CC)Oc1c(OCC)cc3ccccc3c1-2
1613,[2H]C([2H])([2H])Oc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C)cc(C)cc1C)(N(C(C)C)C(C)C)Oc1c(OC([2H])([2H])[2H])cc3ccccc3c1-2
1614,COc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C)cc(C)cc1C)(N(CC(C)C)CC(C)C)Oc1c(OC)cc3ccccc3c1-2
1615,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(F)cc4ccccc4c3-c3c(c(F)cc4ccccc34)O2)c(C)c1
1616,COc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C)cc(C)cc1C)(N1CCCCCC1)Oc1c(OC)cc3ccccc3c1-2
1617,CCN(CC)P1(=[S+]Sc2c(C)cc(C)cc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1618,Cc1cc(C)c(S[S+]=P2(N3CCCCCC3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1619,CCC(C)N(C(C)CC)P1(=[S+]Sc2c(C)cc(C)cc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1620,Cc1cc(C)c(S[S+]=P2(N(CC(C)C)CC(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1621,Cc1cc(C)c(S[S+]=P2(N(C3CCCCC3)C3CCCCC3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1622,CCC(C)N(C(C)CC)P1(=[Se+]Sc2c(C)cc(C)cc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1623,Cc1cc(C)c(S[Se+]=P2(N3CCCCCC3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1624,Cc1cc(C)c(S[Se+]=P2(N(CC(C)C)CC(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1625,Cc1cc(C)c(S[S+]=P2(N(C3CCCC3)C3CCCC3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1626,Cc1cc(C)c(S[S+]=P2(N(C(Cc3ccccc3)Cc3ccccc3)C(Cc3ccccc3)Cc3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1627,Cc1cc(C)c(S[S+]=P2(N(c3ccccc3)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1628,Cc1cc(C)c(S[S+]=P2(N(C(C)C)[C@@H](C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1629,Cc1cc(C)c(S[S+]=P2(N([C@@H](C)c3ccc4ccccc4c3)[C@@H](C)c3ccc4ccccc4c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1630,COc1ccc([C@H](C)N([C@@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3c(C)cc(C)cc3C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
1631,Cc1cc(C)c(S[S+]=P2(N([C@H](C)c3cccc4ccccc34)[C@@H](C)c3cccc4ccccc34)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1632,Cc1cc(C)c(S[S+]=P2(N([C@@H](C)c3ccccc3)[C@@H](C)c3ccccc3C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1633,Cc1cc(C)c(S[S+]=P2(N([C@@H](C)c3ccc(F)cc3)[C@@H](C)c3ccc(F)cc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1634,Cc1ccc([C@H](C)N([C@@H](C)c2ccc(C)cc2)P2(=[S+]Sc3c(C)cc(C)cc3C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
1635,CCC(CC)N(C(CC)CC)P1(=[S+]Sc2c(C)cc(C)cc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1636,Cc1cc(C)c(S[S+]=P2(N3CCCCC3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1637,COc1ccc([C@@H](C)N([C@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3c(C)cc(C)cc3C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
1638,Cc1cc(C)c(S[S+]=P2(N([C@H](C)c3cccc4ccccc34)[C@H](C)c3cccc4ccccc34)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1639,CCN([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)P1(=[S+]Sc2c(C)cc(C)cc2C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1640,Cc1cc(C)c(S[S+]=P2(N(Cc3ccccc3)[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1641,Cc1cc(C)c(S[S+]=P2(N(c3ccccc3)[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1642,Cc1cc(C)c(S[S+]=P2(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1643,Cc1cc(C)c(S[S+]=P2(N(C)C(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1644,Cc1cc(C)c(S[S+]=P2(N(C)C(C)(C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1645,Cc1cc(C)c(S[S+]=P2(N(C)C3C4C[C@H]5C[C@@H](C4)C[C@@H]3C5)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1646,Cc1cc(C)c(S[S+]=P2(N(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1647,Cc1cc(C)c(S[S+]=P2(N3c4ccccc4CCc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1648,Cc1cc(C)c(S[S+]=P2(N(C(C)C)[C@H]3CCc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1649,Cc1cc(C)c(S[S+]=P2(N(C3CCCCC3)[C@H]3CCCc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1650,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C3CCCCC3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C)c1
1651,COc1ccc2c3c1OP(=[Se+]Sc1c(C)cc(C)cc1C)(N(C(C)C)C(C)C)Oc1c(OC)ccc4c1C3(CC2)CC4
1652,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(-c4ccccc4)ccc4c3C3(CC4)CCc4ccc(-c5ccccc5)c(c43)O2)c(C)c1
1653,Cc1cc(C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(-c4ccc(C(F)(F)F)cc4)ccc4c3C3(CC4)CCc4ccc(-c5ccc(C(F)(F)F)cc5)c(c43)O2)c(C)c1
1654,COc1ccc(-c2ccc3c4c2OP(=[Se+]Sc2c(C)cc(C)cc2C)(N(C(C)C)C(C)C)Oc2c(-c5ccc(OC)cc5)ccc5c2C4(CC3)CC5)cc1
1655,Cc1cc(C)c(S[S+]=P2(N(C(C)C)C(C)(C)C)Oc3c(C)ccc4c3C3(CC4)CCc4ccc(C)c(c43)O2)c(C)c1
1656,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)C)Oc3ccc4ccccc4c3-c3c(ccc4ccccc34)O2)c(C(C)C)c1
1657,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3ccc4ccccc4c3-c3c(ccc4ccccc34)O2)c(C(C)C)c1
1658,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1659,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1660,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3cccc4c3C3(CC4)CCc4cccc(c43)O2)c(C(C)C)c1
1661,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)C)Oc3cccc4c3C3(CC4)CCc4cccc(c43)O2)c(C(C)C)c1
1662,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)C)Oc3ccc4c(c3-c3c(ccc5c3CCCC5)O2)CCCC4)c(C(C)C)c1
1663,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3ccc4c(c3-c3c(ccc5c3CCCC5)O2)CCCC4)c(C(C)C)c1
1664,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4c(c3-c3c(ccc5c3CCCC5)N2C)CCCC4)c(C(C)C)c1
1665,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)N(C)c3ccc4c(c3-c3c(ccc5c3CCCC5)N2C)CCCC4)c(C(C)C)c1
1666,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)N(C)c3cccc4c3C3(CC4)CCc4cccc(c43)N2C)c(C(C)C)c1
1667,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)C)N(C)c3cccc4c3C3(CC4)CCc4cccc(c43)N2C)c(C(C)C)c1
1668,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)C)Oc3cccc4c3C3(CO4)COc4cccc(c43)O2)c(C(C)C)c1
1669,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3cccc4c3C3(CO4)COc4cccc(c43)O2)c(C(C)C)c1
1670,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1671,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(c3ccccc3)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1672,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)[C@H]3CCCc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1673,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)[C@H](C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1674,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)[C@H](c3ccccc3)C(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1675,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)[C@H](c3ccccc3)C(F)(F)F)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1676,CC(C)c1cc(C(C)C)c(S[S+]=P2(N([C@H](C)c3ccccc3)[C@H](C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1677,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(Cc3ccccc3)Cc3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1678,CC(C)c1cc(C(C)C)c(S[S+]=P2(N3c4ccccc4C=Cc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1679,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C(C)C)C(C)(C)c3ccccc3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1680,CC[C@H](c1ccccc1)N(C(C)C)P1(=[S+]Sc2c(C(C)C)cc(C(C)C)cc2C(C)C)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
1681,CC(C)c1cc(C(C)C)c(S[S+]=P2(N3C(C)(C)CCCC3(C)C)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1682,CC(C)c1cc(C(C)C)c(S[S+]=P2(N(C)C)N(c3ccccc3)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2c2ccccc2)c(C(C)C)c1
1683,CC(C)c1cc(C(C)C)c(S[S+]=P2(N3CCCc4ccccc43)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1684,CC(C)c1cc(C(C)C)c(S[S+]=P2(N([C@H](C)c3ccc4ccccc4c3)[C@H](C)c3ccc4ccccc4c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)c(C(C)C)c1
1685,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(-c4ccccc4)cc4ccccc4c3-c3c(c(-c4ccccc4)cc4ccccc34)O2)c(C(C)C)c1
1686,Cc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C(C)C)cc(C(C)C)cc1C(C)C)(N(C(C)C)C(C)C)Oc1c(C)cc3ccccc3c1-2
1687,COc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C(C)C)cc(C(C)C)cc1C(C)C)(N(C(C)C)C(C)C)Oc1c(OC)cc3ccccc3c1-2
1688,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C(C)C)cc(C(C)C)cc1C(C)C)(N(C(C)C)C(C)C)Oc1c(OCC)cc3ccccc3c1-2
1689,CC(C)c1cc(C(C)C)c(S[Se+]=P2(N(C(C)C)C(C)C)Oc3c(OCc4ccccc4)cc4ccccc4c3-c3c(c(OCc4ccccc4)cc4ccccc34)O2)c(C(C)C)c1
1690,CCC(C)N(C(C)CC)P1(=[Se+]Sc2c(C(C)C)cc(C(C)C)cc2C(C)C)Oc2c(OC)cc3ccccc3c2-c2c(c(OC)cc3ccccc23)O1
1691,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C(C)C)cc(C(C)C)cc1C(C)C)(N(C(C)CC)C(C)CC)Oc1c(OCC)cc3ccccc3c1-2
1692,[2H]C([2H])([2H])Oc1cc2ccccc2c2c1OP(=[Se+]Sc1c(C(C)C)cc(C(C)C)cc1C(C)C)(N(C(C)C)C(C)C)Oc1c(OC([2H])([2H])[2H])cc3ccccc3c1-2
