index,smiles
2122,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1ccc([N+](=O)[O-])cc1)N1c2ccccc2CCc2ccccc21
2123,CC(C)N([C@H]1CCc2ccccc21)P1(=[S+]Sc2ccc([N+](=O)[O-])cc2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2124,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1ccc([N+](=O)[O-])cc1)N(C1CCCCC1)[C@H]1CCCc2ccccc21
2125,CC(C)N(C1CCCCC1)P1(=[S+]Sc2ccc([N+](=O)[O-])cc2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2126,COc1ccc2c3c1OP(=[Se+]Sc1ccc([N+](=O)[O-])cc1)(N(C(C)C)C(C)C)Oc1c(OC)ccc4c1C3(CC2)CC4
2127,CC(C)N(C(C)C)P1(=[Se+]Sc2ccc([N+](=O)[O-])cc2)Oc2c(-c3ccccc3)ccc3c2C2(CC3)CCc3ccc(-c4ccccc4)c(c32)O1
2128,CC(C)N(C(C)C)P1(=[Se+]Sc2ccc([N+](=O)[O-])cc2)Oc2c(-c3ccc(C(F)(F)F)cc3)ccc3c2C2(CC3)CCc3ccc(-c4ccc(C(F)(F)F)cc4)c(c32)O1
2129,COc1ccc(-c2ccc3c4c2OP(=[Se+]Sc2ccc([N+](=O)[O-])cc2)(N(C(C)C)C(C)C)Oc2c(-c5ccc(OC)cc5)ccc5c2C4(CC3)CC5)cc1
2130,Cc1ccc2c3c1OP(=[S+]Sc1ccc([N+](=O)[O-])cc1)(N(C(C)C)C(C)(C)C)Oc1c(C)ccc4c1C3(CC2)CC4
2131,CC(C)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1
2132,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1
2133,CC(C)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2134,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2135,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1
2136,CC(C)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1
2137,CC(C)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)Oc2ccc3c(c2-c2c(ccc4c2CCCC4)O1)CCCC3
2138,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2ccc3c(c2-c2c(ccc4c2CCCC4)O1)CCCC3
2139,CC(C)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3c(c2-c2c(ccc4c2CCCC4)N1C)CCCC3
2140,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3c(c2-c2c(ccc4c2CCCC4)N1C)CCCC3
2141,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)N(C)c2cccc3c2C2(CC3)CCc3cccc(c32)N1C
2142,CC(C)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2cccc3c2C2(CC3)CCc3cccc(c32)N1C
2143,CC(C)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)Oc2cccc3c2C2(CO3)COc3cccc(c32)O1
2144,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2cccc3c2C2(CO3)COc3cccc(c32)O1
2145,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
2146,CC(C)N(C(c1ccccc1)c1ccccc1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2147,CC(C)N([C@H]1CCCc2ccccc21)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2148,CC(C)N([C@H](C)c1ccccc1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2149,CC(C)[C@@H](c1ccccc1)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2150,CC(C)N([C@H](c1ccccc1)C(F)(F)F)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2151,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2152,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)Cc1ccccc1
2153,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N1c2ccccc2C=Cc2ccccc21
2154,CC(C)N(C(C)(C)c1ccccc1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2155,CC[C@H](c1ccccc1)N(C(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2156,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N1C(C)(C)CCCC1(C)C
2157,CN(C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(c2ccccc2)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1c1ccccc1
2158,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N1CCCc2ccccc21
2159,C[C@H](c1ccc2ccccc2c1)N([C@H](C)c1ccc2ccccc2c1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2160,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2c(-c3ccccc3)cc3ccccc3c2-c2c(c(-c3ccccc3)cc3ccccc23)O1
2161,Cc1cc2ccccc2c2c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N(C(C)C)C(C)C)Oc1c(C)cc3ccccc3c1-2
2162,COc1cc2ccccc2c2c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N(C(C)C)C(C)C)Oc1c(OC)cc3ccccc3c1-2
2163,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N(C(C)C)C(C)C)Oc1c(OCC)cc3ccccc3c1-2
2164,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2c(OCc3ccccc3)cc3ccccc3c2-c2c(c(OCc3ccccc3)cc3ccccc23)O1
2165,CCC(C)N(C(C)CC)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2c(OC)cc3ccccc3c2-c2c(c(OC)cc3ccccc23)O1
2166,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N(C(C)CC)C(C)CC)Oc1c(OCC)cc3ccccc3c1-2
2167,[2H]C([2H])([2H])Oc1cc2ccccc2c2c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N(C(C)C)C(C)C)Oc1c(OC([2H])([2H])[2H])cc3ccccc3c1-2
2168,COc1cc2ccccc2c2c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N(CC(C)C)CC(C)C)Oc1c(OC)cc3ccccc3c1-2
2169,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2c(F)cc3ccccc3c2-c2c(c(F)cc3ccccc23)O1
2170,COc1cc2ccccc2c2c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N1CCCCCC1)Oc1c(OC)cc3ccccc3c1-2
2171,CCN(CC)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2172,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N1CCCCCC1
2173,CCC(C)N(C(C)CC)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2174,CC(C)CN(CC(C)C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2175,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C1CCCCC1)C1CCCCC1
2176,CCC(C)N(C(C)CC)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2177,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[Se+]Sc1cccc(C(F)(F)F)c1)N1CCCCCC1
2178,CC(C)CN(CC(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2179,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C1CCCC1)C1CCCC1
2180,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C(Cc1ccccc1)Cc1ccccc1)C(Cc1ccccc1)Cc1ccccc1
2181,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(c1ccccc1)c1ccccc1
2182,CC(C)N([C@@H](C)c1ccccc1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2183,C[C@@H](c1ccc2ccccc2c1)N([C@@H](C)c1ccc2ccccc2c1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2184,COc1ccc([C@H](C)N([C@@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3cccc(C(F)(F)F)c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
2185,C[C@H](c1cccc2ccccc12)N([C@@H](C)c1cccc2ccccc12)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2186,Cc1ccccc1[C@H](C)N([C@@H](C)c1ccccc1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2187,C[C@@H](c1ccc(F)cc1)N([C@@H](C)c1ccc(F)cc1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2188,Cc1ccc([C@H](C)N([C@@H](C)c2ccc(C)cc2)P2(=[S+]Sc3cccc(C(F)(F)F)c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
2189,CCC(CC)N(C(CC)CC)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2190,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N1CCCCC1
2191,COc1ccc([C@@H](C)N([C@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3cccc(C(F)(F)F)c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
2192,C[C@H](c1cccc2ccccc12)N([C@H](C)c1cccc2ccccc12)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2193,CCN([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2194,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
2195,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(c1ccccc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
2196,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=[S+]Sc1cccc(C(F)(F)F)c1
2197,CC(C)N(C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2198,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C)C(C)(C)C
2199,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C)C(C)(C)c1ccccc1
2200,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C)C1C2C[C@H]3C[C@@H](C2)C[C@@H]1C3
2201,CN(C)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2202,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N1c2ccccc2CCc2ccccc21
2203,CC(C)N([C@H]1CCc2ccccc21)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2204,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cccc(C(F)(F)F)c1)N(C1CCCCC1)[C@H]1CCCc2ccccc21
2205,CC(C)N(C1CCCCC1)P1(=[S+]Sc2cccc(C(F)(F)F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2206,COc1ccc2c3c1OP(=[Se+]Sc1cccc(C(F)(F)F)c1)(N(C(C)C)C(C)C)Oc1c(OC)ccc4c1C3(CC2)CC4
2207,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2c(-c3ccccc3)ccc3c2C2(CC3)CCc3ccc(-c4ccccc4)c(c32)O1
2208,CC(C)N(C(C)C)P1(=[Se+]Sc2cccc(C(F)(F)F)c2)Oc2c(-c3ccc(C(F)(F)F)cc3)ccc3c2C2(CC3)CCc3ccc(-c4ccc(C(F)(F)F)cc4)c(c32)O1
2209,COc1ccc(-c2ccc3c4c2OP(=[Se+]Sc2cccc(C(F)(F)F)c2)(N(C(C)C)C(C)C)Oc2c(-c5ccc(OC)cc5)ccc5c2C4(CC3)CC5)cc1
2210,Cc1ccc2c3c1OP(=[S+]Sc1cccc(C(F)(F)F)c1)(N(C(C)C)C(C)(C)C)Oc1c(C)ccc4c1C3(CC2)CC4
2211,CC(C)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1
2212,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1
2213,CC(C)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2214,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2215,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1
2216,CC(C)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1
2217,CC(C)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)Oc2ccc3c(c2-c2c(ccc4c2CCCC4)O1)CCCC3
2218,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2ccc3c(c2-c2c(ccc4c2CCCC4)O1)CCCC3
2219,CC(C)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3c(c2-c2c(ccc4c2CCCC4)N1C)CCCC3
2220,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)N(C)c2ccc3c(c2-c2c(ccc4c2CCCC4)N1C)CCCC3
2221,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)N(C)c2cccc3c2C2(CC3)CCc3cccc(c32)N1C
2222,CC(C)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2cccc3c2C2(CC3)CCc3cccc(c32)N1C
2223,CC(C)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)Oc2cccc3c2C2(CO3)COc3cccc(c32)O1
2224,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2cccc3c2C2(CO3)COc3cccc(c32)O1
2225,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(C)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
2226,CC(C)N(C(c1ccccc1)c1ccccc1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2227,CC(C)N([C@H]1CCCc2ccccc21)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2228,CC(C)N([C@H](C)c1ccccc1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2229,CC(C)[C@@H](c1ccccc1)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2230,CC(C)N([C@H](c1ccccc1)C(F)(F)F)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2231,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2232,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(Cc1ccccc1)Cc1ccccc1
2233,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N1c2ccccc2C=Cc2ccccc21
2234,CC(C)N(C(C)(C)c1ccccc1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2235,CC[C@H](c1ccccc1)N(C(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2236,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N1C(C)(C)CCCC1(C)C
2237,CN(C)P1(=[S+]Sc2cc(F)cc(F)c2)N(c2ccccc2)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1c1ccccc1
2238,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N1CCCc2ccccc21
2239,C[C@H](c1ccc2ccccc2c1)N([C@H](C)c1ccc2ccccc2c1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2240,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2c(-c3ccccc3)cc3ccccc3c2-c2c(c(-c3ccccc3)cc3ccccc23)O1
2241,Cc1cc2ccccc2c2c1OP(=[Se+]Sc1cc(F)cc(F)c1)(N(C(C)C)C(C)C)Oc1c(C)cc3ccccc3c1-2
2242,COc1cc2ccccc2c2c1OP(=[Se+]Sc1cc(F)cc(F)c1)(N(C(C)C)C(C)C)Oc1c(OC)cc3ccccc3c1-2
2243,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1cc(F)cc(F)c1)(N(C(C)C)C(C)C)Oc1c(OCC)cc3ccccc3c1-2
2244,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2c(OCc3ccccc3)cc3ccccc3c2-c2c(c(OCc3ccccc3)cc3ccccc23)O1
2245,CCC(C)N(C(C)CC)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2c(OC)cc3ccccc3c2-c2c(c(OC)cc3ccccc23)O1
2246,CCOc1cc2ccccc2c2c1OP(=[Se+]Sc1cc(F)cc(F)c1)(N(C(C)CC)C(C)CC)Oc1c(OCC)cc3ccccc3c1-2
2247,[2H]C([2H])([2H])Oc1cc2ccccc2c2c1OP(=[Se+]Sc1cc(F)cc(F)c1)(N(C(C)C)C(C)C)Oc1c(OC([2H])([2H])[2H])cc3ccccc3c1-2
2248,COc1cc2ccccc2c2c1OP(=[Se+]Sc1cc(F)cc(F)c1)(N(CC(C)C)CC(C)C)Oc1c(OC)cc3ccccc3c1-2
2249,CC(C)N(C(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)Oc2c(F)cc3ccccc3c2-c2c(c(F)cc3ccccc23)O1
2250,COc1cc2ccccc2c2c1OP(=[Se+]Sc1cc(F)cc(F)c1)(N1CCCCCC1)Oc1c(OC)cc3ccccc3c1-2
2251,CCN(CC)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2252,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N1CCCCCC1
2253,CCC(C)N(C(C)CC)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2254,CC(C)CN(CC(C)C)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2255,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(C1CCCCC1)C1CCCCC1
2256,CCC(C)N(C(C)CC)P1(=[Se+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2257,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[Se+]Sc1cc(F)cc(F)c1)N1CCCCCC1
2258,CC(C)CN(CC(C)C)P1(=[Se+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2259,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(C1CCCC1)C1CCCC1
2260,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(C(Cc1ccccc1)Cc1ccccc1)C(Cc1ccccc1)Cc1ccccc1
2261,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(c1ccccc1)c1ccccc1
2262,CC(C)N([C@@H](C)c1ccccc1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2263,C[C@@H](c1ccc2ccccc2c1)N([C@@H](C)c1ccc2ccccc2c1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2264,COc1ccc([C@H](C)N([C@@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3cc(F)cc(F)c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
2265,C[C@H](c1cccc2ccccc12)N([C@@H](C)c1cccc2ccccc12)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2266,Cc1ccccc1[C@H](C)N([C@@H](C)c1ccccc1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2267,C[C@@H](c1ccc(F)cc1)N([C@@H](C)c1ccc(F)cc1)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2268,Cc1ccc([C@H](C)N([C@@H](C)c2ccc(C)cc2)P2(=[S+]Sc3cc(F)cc(F)c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
2269,CCC(CC)N(C(CC)CC)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2270,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N1CCCCC1
2271,COc1ccc([C@@H](C)N([C@H](C)c2ccc(OC)cc2)P2(=[S+]Sc3cc(F)cc(F)c3)N(C)c3ccc4ccccc4c3-c3c(ccc4ccccc34)N2C)cc1
2272,C[C@H](c1cccc2ccccc12)N([C@H](C)c1cccc2ccccc12)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2273,CCN([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2274,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(Cc1ccccc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
2275,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(c1ccccc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
2276,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=[S+]Sc1cc(F)cc(F)c1
2277,CC(C)N(C)P1(=[S+]Sc2cc(F)cc(F)c2)N(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)N1C
2278,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(C)C(C)(C)C
2279,CN1c2ccc3ccccc3c2-c2c(ccc3ccccc23)N(C)P1(=[S+]Sc1cc(F)cc(F)c1)N(C)C(C)(C)c1ccccc1
